会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
05050575,PPE,越南电力油气咨询工程公司,购买,1500,4.00,6000.00,0.00,交易锁定,"2016-07-01 15:31:28"
YT5796,PPE,越南电力油气咨询工程公司,购买,3000,4.00,12000.00,0.00,交易锁定,"2016-07-01 15:30:40"
568863,HPM,皇富矿业,出售,2320,5.17,11994.40,119.94,交易锁定,"2016-07-01 15:30:28"
168863,HPM,皇富矿业,出售,11232,5.17,58069.44,580.69,交易锁定,"2016-07-01 15:30:11"
WCJ,PPE,越南电力油气咨询工程公司,出售,167023,4.00,668092.00,6680.92,交易锁定,"2016-07-01 15:30:01"
LYY001,HPM,皇富矿业,出售,35680,5.17,184465.60,1844.66,交易锁定,"2016-07-01 15:29:23"
3326,PPE,越南电力油气咨询工程公司,出售,8773,4.00,35092.00,350.92,交易锁定,"2016-07-01 15:29:17"
55555889,PPE,越南电力油气咨询工程公司,出售,11378,4.00,45512.00,455.12,交易锁定,"2016-07-01 15:29:13"
9551122,PPE,越南电力油气咨询工程公司,购买,92796,4.00,371184.00,0.00,交易锁定,"2016-07-01 15:28:43"
87551668,PPE,越南电力油气咨询工程公司,出售,3420,4.00,13680.00,136.80,交易锁定,"2016-07-01 15:28:36"
6986,PPE,越南电力油气咨询工程公司,出售,9140,4.00,36560.00,365.60,交易锁定,"2016-07-01 15:28:35"
13334996,PPE,越南电力油气咨询工程公司,出售,18683,4.00,74732.00,747.32,交易锁定,"2016-07-01 15:28:32"
885813,PPE,越南电力油气咨询工程公司,出售,10800,4.00,43200.00,432.00,交易锁定,"2016-07-01 15:28:27"
885813,HPM,皇富矿业,出售,40074,5.17,207182.58,2071.83,交易锁定,"2016-07-01 15:28:03"
32637030,PPE,越南电力油气咨询工程公司,出售,22053,4.00,88212.00,882.12,交易锁定,"2016-07-01 15:28:00"
LJX118,HPM,皇富矿业,出售,49880,5.17,257879.60,2578.80,交易锁定,"2016-07-01 15:27:59"
90066211,PPE,越南电力油气咨询工程公司,出售,26570,4.00,106280.00,1062.80,交易锁定,"2016-07-01 15:27:27"
102727,PPE,越南电力油气咨询工程公司,出售,26859,4.00,107436.00,1074.36,交易锁定,"2016-07-01 15:26:59"
CQJ001,PPE,越南电力油气咨询工程公司,出售,23071,4.00,92284.00,922.84,交易锁定,"2016-07-01 15:26:26"
99568,PPE,越南电力油气咨询工程公司,出售,34042,4.00,136168.00,1361.68,交易锁定,"2016-07-01 15:26:12"
WJS003,PPE,越南电力油气咨询工程公司,购买,25000,4.00,100000.00,0.00,交易锁定,"2016-07-01 15:25:37"
WJS003,PPE,越南电力油气咨询工程公司,购买,25000,4.00,100000.00,0.00,交易锁定,"2016-07-01 15:25:36"
PLXL123,PPE,越南电力油气咨询工程公司,出售,33608,4.00,134432.00,1344.32,交易锁定,"2016-07-01 15:25:29"
53817388,HPM,皇富矿业,出售,32000,5.17,165440.00,1654.40,交易锁定,"2016-07-01 15:25:25"
27267278,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 15:25:19"
zl1314,HPM,皇富矿业,出售,5478,5.17,28321.26,283.21,交易锁定,"2016-07-01 15:25:17"
5279,PPE,越南电力油气咨询工程公司,出售,41445,4.00,165780.00,1657.80,交易锁定,"2016-07-01 15:24:57"
54700068,HPM,皇富矿业,出售,9789,5.17,50609.13,506.09,交易锁定,"2016-07-01 15:24:45"
31138977,PPE,越南电力油气咨询工程公司,出售,62567,4.00,250268.00,2502.68,交易锁定,"2016-07-01 15:24:26"
94032353,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 15:24:16"
WWS002,PPE,越南电力油气咨询工程公司,购买,677,4.00,2708.00,0.00,交易锁定,"2016-07-01 15:24:13"
1588,PPE,越南电力油气咨询工程公司,出售,11902,4.00,47608.00,476.08,交易锁定,"2016-07-01 15:23:51"
016107,PPE,越南电力油气咨询工程公司,出售,36846,4.00,147384.00,1473.84,交易锁定,"2016-07-01 15:23:48"
2016089,HPM,皇富矿业,出售,30776,5.17,159111.92,1591.12,交易锁定,"2016-07-01 15:23:23"
cjs6688,PPE,越南电力油气咨询工程公司,购买,10000,4.00,40000.00,0.00,交易锁定,"2016-07-01 15:23:23"
70757839,PPE,越南电力油气咨询工程公司,出售,20975,4.00,83900.00,839.00,交易锁定,"2016-07-01 15:23:18"
65503300,PPE,越南电力油气咨询工程公司,购买,7648,4.00,30592.00,0.00,交易锁定,"2016-07-01 15:23:12"
63575,PPE,越南电力油气咨询工程公司,出售,17278,4.00,69112.00,691.12,交易锁定,"2016-07-01 15:23:01"
149315319,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 15:23:00"
70358863,PPE,越南电力油气咨询工程公司,出售,24187,4.00,96748.00,967.48,交易锁定,"2016-07-01 15:22:59"
9830,PPE,越南电力油气咨询工程公司,出售,15970,4.00,63880.00,638.80,交易锁定,"2016-07-01 15:22:58"
55555888,PPE,越南电力油气咨询工程公司,出售,27619,4.00,110476.00,1104.76,交易锁定,"2016-07-01 15:22:26"
66890,PPE,越南电力油气咨询工程公司,出售,62612,4.00,250448.00,2504.48,交易锁定,"2016-07-01 15:22:23"
6689,PPE,越南电力油气咨询工程公司,出售,105000,4.00,420000.00,4200.00,交易锁定,"2016-07-01 15:21:48"
P86646734,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 15:21:40"
11055925,PPE,越南电力油气咨询工程公司,出售,42781,4.00,171124.00,1711.24,交易锁定,"2016-07-01 15:21:06"
P29984343,HPM,皇富矿业,出售,3976,5.17,20555.92,205.56,交易锁定,"2016-07-01 15:21:06"
172246,HPM,皇富矿业,出售,2560,5.17,13235.20,132.35,交易锁定,"2016-07-01 15:20:36"
665808,PPE,越南电力油气咨询工程公司,出售,35713,4.00,142852.00,1428.52,交易锁定,"2016-07-01 15:20:04"
P16660869,HPM,皇富矿业,出售,6024,5.17,31144.08,311.44,交易锁定,"2016-07-01 15:20:03"
55278231,PPE,越南电力油气咨询工程公司,出售,167892,4.00,671568.00,6715.68,交易锁定,"2016-07-01 15:19:53"
66845528,PPE,越南电力油气咨询工程公司,购买,4812,4.00,19248.00,0.00,交易锁定,"2016-07-01 15:19:08"
YT3399,HPM,皇富矿业,出售,16687,5.17,86271.79,862.72,交易锁定,"2016-07-01 15:18:35"
K84778508,HPM,皇富矿业,出售,1401,5.17,7243.17,72.43,交易锁定,"2016-07-01 15:18:13"
47742968,PPE,越南电力油气咨询工程公司,出售,9598,4.00,38392.00,383.92,交易锁定,"2016-07-01 15:18:08"
P168168168,PPE,越南电力油气咨询工程公司,出售,83,4.00,332.00,3.32,交易锁定,"2016-07-01 15:17:50"
66845528,HPM,皇富矿业,出售,25100,5.17,129767.00,1297.67,交易锁定,"2016-07-01 15:17:47"
P03404839,PPE,越南电力油气咨询工程公司,出售,4622,4.00,18488.00,184.88,交易锁定,"2016-07-01 15:17:29"
8885813,PPE,越南电力油气咨询工程公司,出售,42533,4.00,170132.00,1701.32,交易锁定,"2016-07-01 15:17:26"
YT733767,HPM,皇富矿业,出售,1500,5.17,7755.00,77.55,交易锁定,"2016-07-01 15:17:24"
573592,HPM,皇富矿业,出售,100000,5.17,517000.00,5170.00,交易锁定,"2016-07-01 15:17:20"
27267278,PPE,越南电力油气咨询工程公司,出售,10000,4.00,40000.00,400.00,交易锁定,"2016-07-01 15:16:18"
11811899,PPE,越南电力油气咨询工程公司,出售,83,4.00,332.00,3.32,交易锁定,"2016-07-01 15:16:03"
8890281,PPE,越南电力油气咨询工程公司,出售,56600,4.00,226400.00,2264.00,交易锁定,"2016-07-01 15:15:42"
YT85213,PPE,越南电力油气咨询工程公司,出售,22480,4.00,89920.00,899.20,交易锁定,"2016-07-01 15:15:32"
"141924 ",HPM,皇富矿业,出售,2623,5.17,13560.91,135.61,交易锁定,"2016-07-01 15:14:58"
80463498,HPM,皇富矿业,出售,20645,5.17,106734.65,1067.35,交易锁定,"2016-07-01 15:14:22"
66677888,PPE,越南电力油气咨询工程公司,出售,22000,4.00,88000.00,880.00,交易锁定,"2016-07-01 15:13:59"
SYL888,PPE,越南电力油气咨询工程公司,出售,21088,4.00,84352.00,843.52,交易锁定,"2016-07-01 15:13:52"
82039666,PPE,越南电力油气咨询工程公司,出售,22367,4.00,89468.00,894.68,交易锁定,"2016-07-01 15:13:05"
44063696,HPM,皇富矿业,出售,8391,5.17,43381.47,433.81,交易锁定,"2016-07-01 15:12:43"
64025,HPM,皇富矿业,出售,2579,5.17,13333.43,133.33,交易锁定,"2016-07-01 15:11:58"
YT1555,PPE,越南电力油气咨询工程公司,出售,7000,4.00,28000.00,280.00,交易锁定,"2016-07-01 15:11:58"
691217,HPM,皇富矿业,出售,4000,5.17,20680.00,206.80,交易锁定,"2016-07-01 15:11:37"
9862,PPE,越南电力油气咨询工程公司,出售,9239,4.00,36956.00,369.56,交易锁定,"2016-07-01 15:11:26"
85098827,PPE,越南电力油气咨询工程公司,出售,2000,4.00,8000.00,80.00,交易锁定,"2016-07-01 15:10:46"
26912698,HPM,皇富矿业,出售,8158,5.17,42176.86,421.77,交易锁定,"2016-07-01 15:10:41"
92350818,HPM,皇富矿业,出售,8000,5.17,41360.00,413.60,交易锁定,"2016-07-01 15:10:09"
92350818,HPM,皇富矿业,出售,8000,5.17,41360.00,413.60,交易锁定,"2016-07-01 15:10:09"
92350818,HPM,皇富矿业,出售,8000,5.17,41360.00,413.60,交易锁定,"2016-07-01 15:10:07"
92350818,HPM,皇富矿业,出售,8000,5.17,41360.00,413.60,交易锁定,"2016-07-01 15:10:04"
8889888,PPE,越南电力油气咨询工程公司,出售,1471,4.00,5884.00,58.84,交易锁定,"2016-07-01 15:09:34"
62204589,PPE,越南电力油气咨询工程公司,出售,11535,4.00,46140.00,461.40,交易锁定,"2016-07-01 15:07:47"
44520858,HPM,皇富矿业,出售,42639,5.17,220443.63,2204.44,交易锁定,"2016-07-01 15:07:45"
zbm001,PPE,越南电力油气咨询工程公司,出售,4940,4.00,19760.00,197.60,交易锁定,"2016-07-01 15:07:44"
P88806892,PPE,越南电力油气咨询工程公司,出售,1146,4.00,4584.00,45.84,交易锁定,"2016-07-01 15:05:52"
P366888,PPE,越南电力油气咨询工程公司,出售,2277,4.00,9108.00,91.08,交易锁定,"2016-07-01 15:05:45"
00800808,PPE,越南电力油气咨询工程公司,出售,5825,4.00,23300.00,233.00,交易锁定,"2016-07-01 15:05:32"
94032353,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 15:05:00"
P68632757,PPE,越南电力油气咨询工程公司,出售,508,4.00,2032.00,20.32,交易锁定,"2016-07-01 15:04:45"
LJR383,PPE,越南电力油气咨询工程公司,出售,440792,4.00,1763168.00,17631.68,交易锁定,"2016-07-01 15:04:36"
76020828,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 15:04:12"
8889888,PPE,越南电力油气咨询工程公司,出售,1400,4.00,5600.00,56.00,交易锁定,"2016-07-01 15:03:48"
P186006,PPE,越南电力油气咨询工程公司,出售,469,4.00,1876.00,18.76,交易锁定,"2016-07-01 15:03:37"
48241798,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 15:02:59"
007728,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 15:02:41"
P66888888,HPM,皇富矿业,出售,8231,5.17,42554.27,425.54,交易锁定,"2016-07-01 15:02:29"
my1818,PPE,越南电力油气咨询工程公司,购买,5000,4.00,20000.00,0.00,交易锁定,"2016-07-01 15:02:14"
11812899,HPM,皇富矿业,出售,576,5.17,2977.92,29.78,交易锁定,"2016-07-01 15:02:14"
81085665,PPE,越南电力油气咨询工程公司,出售,10171,4.00,40684.00,406.84,交易锁定,"2016-07-01 15:02:09"
11812899,PPE,越南电力油气咨询工程公司,出售,553,4.00,2212.00,22.12,交易锁定,"2016-07-01 15:01:28"
48241798,HPM,皇富矿业,购买,25,5.17,129.25,0.00,交易锁定,"2016-07-01 15:01:13"
K87557414,PPE,越南电力油气咨询工程公司,出售,2521,4.00,10084.00,100.84,交易锁定,"2016-07-01 15:01:08"
90173428,PPE,越南电力油气咨询工程公司,出售,91338,4.00,365352.00,3653.52,交易锁定,"2016-07-01 15:01:00"
01361178,PPE,越南电力油气咨询工程公司,出售,31867,4.00,127468.00,1274.68,交易锁定,"2016-07-01 15:00:59"
66888888,HPM,皇富矿业,出售,15620,5.17,80755.40,807.55,交易锁定,"2016-07-01 15:00:58"
P85099849,PPE,越南电力油气咨询工程公司,出售,29958,4.00,119832.00,1198.32,交易锁定,"2016-07-01 15:00:39"
19202122,PPE,越南电力油气咨询工程公司,出售,18244,4.00,72976.00,729.76,交易锁定,"2016-07-01 15:00:07"
Y8817,PPE,越南电力油气咨询工程公司,出售,3912,4.00,15648.00,156.48,交易锁定,"2016-07-01 14:59:42"
YT1556677,PPE,越南电力油气咨询工程公司,出售,15000,4.00,60000.00,600.00,交易锁定,"2016-07-01 14:59:39"
79669999,PPE,越南电力油气咨询工程公司,出售,136726,4.00,546904.00,5469.04,交易锁定,"2016-07-01 14:59:32"
M81751990,PPE,越南电力油气咨询工程公司,出售,44876,4.00,179504.00,1795.04,交易锁定,"2016-07-01 14:59:28"
1800882,PPE,越南电力油气咨询工程公司,出售,13278,4.00,53112.00,531.12,交易锁定,"2016-07-01 14:59:24"
2825189,PPE,越南电力油气咨询工程公司,出售,769936,4.00,3079744.00,30797.44,交易锁定,"2016-07-01 14:59:07"
fsl008,PPE,越南电力油气咨询工程公司,出售,42086,4.00,168344.00,1683.44,交易锁定,"2016-07-01 14:59:06"
0856666,PPE,越南电力油气咨询工程公司,出售,452,4.00,1808.00,18.08,交易锁定,"2016-07-01 14:59:02"
46725588,PPE,越南电力油气咨询工程公司,出售,8679,4.00,34716.00,347.16,交易锁定,"2016-07-01 14:58:55"
zwm001,PPE,越南电力油气咨询工程公司,出售,15235,4.00,60940.00,609.40,交易锁定,"2016-07-01 14:58:55"
24013,HPM,皇富矿业,出售,1092,5.17,5645.64,56.46,交易锁定,"2016-07-01 14:58:32"
96481762,PPE,越南电力油气咨询工程公司,出售,3820,4.00,15280.00,152.80,交易锁定,"2016-07-01 14:54:38"
31886058,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:53:40"
31886058,HPM,皇富矿业,出售,29449,5.17,152251.33,1522.51,交易锁定,"2016-07-01 14:53:13"
02705183,HPM,皇富矿业,出售,2993,5.17,15473.81,154.74,交易锁定,"2016-07-01 14:50:45"
34976899,HPM,皇富矿业,出售,582,5.17,3008.94,30.09,交易锁定,"2016-07-01 14:50:43"
78551812,HPM,皇富矿业,出售,100000,5.17,517000.00,5170.00,交易锁定,"2016-07-01 14:50:31"
lrq01,HPM,皇富矿业,出售,3748,5.17,19377.16,193.77,交易锁定,"2016-07-01 14:50:03"
1235468,HPM,皇富矿业,购买,1488,5.17,7692.96,0.00,交易锁定,"2016-07-01 14:49:08"
785518131,HPM,皇富矿业,出售,20000,5.17,103400.00,1034.00,交易锁定,"2016-07-01 14:48:56"
K56148340,HPM,皇富矿业,出售,1143,5.17,5909.31,59.09,交易锁定,"2016-07-01 14:47:01"
111777,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 14:46:52"
P56148340,HPM,皇富矿业,出售,4000,5.17,20680.00,206.80,交易锁定,"2016-07-01 14:46:00"
111777,HPM,皇富矿业,购买,20,5.17,103.40,0.00,交易锁定,"2016-07-01 14:45:55"
52386346,PPE,越南电力油气咨询工程公司,购买,800,4.00,3200.00,0.00,交易锁定,"2016-07-01 14:45:48"
28258957,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 14:45:02"
28258957,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:44:41"
889977,HPM,皇富矿业,出售,2515,5.17,13002.55,130.03,交易锁定,"2016-07-01 14:44:24"
zmw1234,HPM,皇富矿业,出售,4825,5.17,24945.25,249.45,交易锁定,"2016-07-01 14:44:18"
zdr,PPE,越南电力油气咨询工程公司,购买,150,4.00,600.00,0.00,交易锁定,"2016-07-01 14:43:03"
81487028,HPM,皇富矿业,出售,25995,5.17,134394.15,1343.94,交易锁定,"2016-07-01 14:43:03"
168999,PPE,越南电力油气咨询工程公司,出售,981,4.00,3924.00,39.24,交易锁定,"2016-07-01 14:42:39"
YT862887,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:42:18"
YT862887,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:41:56"
OB2601,PPE,越南电力油气咨询工程公司,购买,1550,4.00,6200.00,0.00,交易锁定,"2016-07-01 14:41:29"
75087760,PPE,越南电力油气咨询工程公司,购买,485,4.00,1940.00,0.00,交易锁定,"2016-07-01 14:41:27"
166688,HPM,皇富矿业,出售,24627,5.17,127321.59,1273.22,交易锁定,"2016-07-01 14:40:22"
75680696,PPE,越南电力油气咨询工程公司,购买,1053,4.00,4212.00,0.00,交易锁定,"2016-07-01 14:39:54"
27084658,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 14:39:53"
35286018,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:39:07"
21595839,HPM,皇富矿业,出售,12624,5.17,65266.08,652.66,交易锁定,"2016-07-01 14:38:56"
35286018,PPE,越南电力油气咨询工程公司,购买,125,4.00,500.00,0.00,交易锁定,"2016-07-01 14:38:48"
63263308,HPM,皇富矿业,出售,25828,5.17,133530.76,1335.31,交易锁定,"2016-07-01 14:37:08"
69524929,PPE,越南电力油气咨询工程公司,购买,850,4.00,3400.00,0.00,交易锁定,"2016-07-01 14:37:02"
69524929,PPE,越南电力油气咨询工程公司,购买,1381,4.00,5524.00,0.00,交易锁定,"2016-07-01 14:36:28"
75087760,PPE,越南电力油气咨询工程公司,购买,1232,4.00,4928.00,0.00,交易锁定,"2016-07-01 14:35:50"
YT198409,PPE,越南电力油气咨询工程公司,购买,3000,4.00,12000.00,0.00,交易锁定,"2016-07-01 14:35:03"
19580813,HPM,皇富矿业,出售,8049,5.17,41613.33,416.13,交易锁定,"2016-07-01 14:34:52"
885888,PPE,越南电力油气咨询工程公司,出售,46000,4.00,184000.00,1840.00,交易锁定,"2016-07-01 14:34:38"
17817888,PPE,越南电力油气咨询工程公司,出售,12504,4.00,50016.00,500.16,交易锁定,"2016-07-01 14:34:29"
27084658,PPE,越南电力油气咨询工程公司,出售,75074,4.00,300296.00,3002.96,交易锁定,"2016-07-01 14:34:27"
hpf666999,PPE,越南电力油气咨询工程公司,购买,137,4.00,548.00,0.00,交易锁定,"2016-07-01 14:33:02"
9800888,HPM,皇富矿业,出售,9964,5.17,51513.88,515.14,交易锁定,"2016-07-01 14:31:17"
17817899,PPE,越南电力油气咨询工程公司,出售,47537,4.00,190148.00,1901.48,交易锁定,"2016-07-01 14:30:54"
K70861238,PPE,越南电力油气咨询工程公司,购买,301,4.00,1204.00,0.00,交易锁定,"2016-07-01 14:30:39"
P15815878,PPE,越南电力油气咨询工程公司,购买,1495,4.00,5980.00,0.00,交易锁定,"2016-07-01 14:30:23"
26126502,HPM,皇富矿业,出售,1456,5.17,7527.52,75.28,交易锁定,"2016-07-01 14:29:46"
19461106,PPE,越南电力油气咨询工程公司,出售,87644,4.00,350576.00,3505.76,交易锁定,"2016-07-01 14:29:08"
LJW001,PPE,越南电力油气咨询工程公司,出售,22068,4.00,88272.00,882.72,交易锁定,"2016-07-01 14:28:56"
88866999,PPE,越南电力油气咨询工程公司,出售,10993,4.00,43972.00,439.72,交易锁定,"2016-07-01 14:28:53"
zd1234,HPM,皇富矿业,出售,10662,5.17,55122.54,551.23,交易锁定,"2016-07-01 14:28:01"
530823,PPE,越南电力油气咨询工程公司,出售,30152,4.00,120608.00,1206.08,交易锁定,"2016-07-01 14:27:54"
00100109,PPE,越南电力油气咨询工程公司,出售,87798,4.00,351192.00,3511.92,交易锁定,"2016-07-01 14:27:38"
72417517,PPE,越南电力油气咨询工程公司,出售,229541,4.00,918164.00,9181.64,交易锁定,"2016-07-01 14:27:17"
P00100109,PPE,越南电力油气咨询工程公司,出售,716,4.00,2864.00,28.64,交易锁定,"2016-07-01 14:26:25"
0073086,PPE,越南电力油气咨询工程公司,出售,2798,4.00,11192.00,111.92,交易锁定,"2016-07-01 14:26:09"
LYG001,PPE,越南电力油气咨询工程公司,出售,74738,4.00,298952.00,2989.52,交易锁定,"2016-07-01 14:26:02"
P82617888,PPE,越南电力油气咨询工程公司,出售,25410,4.00,101640.00,1016.40,交易锁定,"2016-07-01 14:25:53"
78899,HPM,皇富矿业,出售,16752,5.17,86607.84,866.08,交易锁定,"2016-07-01 14:25:38"
P65452170,HPM,皇富矿业,出售,29008,5.17,149971.36,1499.71,交易锁定,"2016-07-01 14:25:12"
54719518,PPE,越南电力油气咨询工程公司,出售,9262,4.00,37048.00,370.48,交易锁定,"2016-07-01 14:25:02"
YT6355,PPE,越南电力油气咨询工程公司,出售,9674,4.00,38696.00,386.96,交易锁定,"2016-07-01 14:24:42"
20150925,PPE,越南电力油气咨询工程公司,出售,20233,4.00,80932.00,809.32,交易锁定,"2016-07-01 14:24:40"
89759088,PPE,越南电力油气咨询工程公司,出售,159580,4.00,638320.00,6383.20,交易锁定,"2016-07-01 14:24:35"
18192006,PPE,越南电力油气咨询工程公司,出售,88884,4.00,355536.00,3555.36,交易锁定,"2016-07-01 14:24:31"
K87470430,PPE,越南电力油气咨询工程公司,出售,7645,4.00,30580.00,305.80,交易锁定,"2016-07-01 14:24:27"
00100103,PPE,越南电力油气咨询工程公司,出售,60292,4.00,241168.00,2411.68,交易锁定,"2016-07-01 14:24:26"
00800800,PPE,越南电力油气咨询工程公司,出售,36022,4.00,144088.00,1440.88,交易锁定,"2016-07-01 14:24:25"
LW168,PPE,越南电力油气咨询工程公司,出售,56267,4.00,225068.00,2250.68,交易锁定,"2016-07-01 14:24:24"
00100110,PPE,越南电力油气咨询工程公司,出售,74315,4.00,297260.00,2972.60,交易锁定,"2016-07-01 14:24:23"
P90974283,PPE,越南电力油气咨询工程公司,出售,36147,4.00,144588.00,1445.88,交易锁定,"2016-07-01 14:24:21"
00100119,PPE,越南电力油气咨询工程公司,出售,5279,4.00,21116.00,211.16,交易锁定,"2016-07-01 14:24:17"
98175318,PPE,越南电力油气咨询工程公司,出售,52569,4.00,210276.00,2102.76,交易锁定,"2016-07-01 14:24:14"
00100133,PPE,越南电力油气咨询工程公司,出售,18065,4.00,72260.00,722.60,交易锁定,"2016-07-01 14:24:14"
210635,PPE,越南电力油气咨询工程公司,出售,5413,4.00,21652.00,216.52,交易锁定,"2016-07-01 14:24:11"
K30319870,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 14:23:23"
97456933,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:23:06"
63936789,HPM,皇富矿业,出售,30212,5.17,156196.04,1561.96,交易锁定,"2016-07-01 14:21:10"
P82617999,PPE,越南电力油气咨询工程公司,出售,23000,4.00,92000.00,920.00,交易锁定,"2016-07-01 14:18:42"
00900967,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:16:08"
97666211,PPE,越南电力油气咨询工程公司,购买,3217,4.00,12868.00,0.00,交易锁定,"2016-07-01 14:14:39"
99153099,HPM,皇富矿业,出售,5613,5.17,29019.21,290.19,交易锁定,"2016-07-01 14:12:49"
nry1234,HPM,皇富矿业,出售,15865,5.17,82022.05,820.22,交易锁定,"2016-07-01 14:11:47"
myq1234,HPM,皇富矿业,出售,2944,5.17,15220.48,152.20,交易锁定,"2016-07-01 14:11:31"
P29208398,PPE,越南电力油气咨询工程公司,购买,9,4.00,36.00,0.00,交易锁定,"2016-07-01 14:10:24"
qcq1234,HPM,皇富矿业,出售,978,5.17,5056.26,50.56,交易锁定,"2016-07-01 14:09:58"
P31237326,PPE,越南电力油气咨询工程公司,购买,19,4.00,76.00,0.00,交易锁定,"2016-07-01 14:08:23"
yl100089,HPM,皇富矿业,出售,7122,5.17,36820.74,368.21,交易锁定,"2016-07-01 14:07:45"
108740967,PPE,越南电力油气咨询工程公司,出售,401,4.00,1604.00,16.04,交易锁定,"2016-07-01 14:06:31"
P12812888,HPM,皇富矿业,购买,194,5.17,1002.98,0.00,交易锁定,"2016-07-01 14:06:30"
yl100088,HPM,皇富矿业,出售,2542,5.17,13142.14,131.42,交易锁定,"2016-07-01 14:06:22"
00100157,PPE,越南电力油气咨询工程公司,出售,1208820,4.00,4835280.00,48352.80,交易锁定,"2016-07-01 14:05:28"
00100156,PPE,越南电力油气咨询工程公司,出售,1454808,4.00,5819232.00,58192.32,交易锁定,"2016-07-01 14:04:46"
YW57813,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 14:04:22"
00100155,PPE,越南电力油气咨询工程公司,出售,1465139,4.00,5860556.00,58605.56,交易锁定,"2016-07-01 14:04:01"
WFY001,PPE,越南电力油气咨询工程公司,购买,3000,4.00,12000.00,0.00,交易锁定,"2016-07-01 14:03:39"
31003795,PPE,越南电力油气咨询工程公司,购买,825,4.00,3300.00,0.00,交易锁定,"2016-07-01 14:00:01"
K92212599,PPE,越南电力油气咨询工程公司,出售,96641,4.00,386564.00,3865.64,交易锁定,"2016-07-01 12:29:36"
7588800,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 12:27:51"
7588800,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 12:27:33"
DQ005,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 12:25:55"
99991968,PPE,越南电力油气咨询工程公司,购买,377,4.00,1508.00,0.00,交易锁定,"2016-07-01 12:17:09"
111888,HPM,皇富矿业,购买,1641,5.17,8483.97,0.00,交易锁定,"2016-07-01 12:14:49"
00500500,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 12:13:26"
885813,HPM,皇富矿业,出售,40000,5.17,206800.00,2068.00,交易锁定,"2016-07-01 12:13:18"
15448424,HPM,皇富矿业,出售,21586,5.17,111599.62,1116.00,交易锁定,"2016-07-01 12:12:15"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 12:12:02"
9095,HPM,皇富矿业,出售,4467,5.17,23094.39,230.94,交易锁定,"2016-07-01 12:11:28"
7508,HPM,皇富矿业,出售,6600,5.17,34122.00,341.22,交易锁定,"2016-07-01 12:09:12"
wgx,HPM,皇富矿业,出售,2456,5.17,12697.52,126.98,交易锁定,"2016-07-01 12:07:12"
00200191,PPE,越南电力油气咨询工程公司,出售,89,4.00,356.00,3.56,交易锁定,"2016-07-01 12:07:06"
GSC16888,PPE,越南电力油气咨询工程公司,出售,6979,4.00,27916.00,279.16,交易锁定,"2016-07-01 12:07:05"
680400,HPM,皇富矿业,出售,2929,5.17,15142.93,151.43,交易锁定,"2016-07-01 12:05:36"
TJY668,HPM,皇富矿业,购买,1,5.17,5.17,0.00,交易锁定,"2016-07-01 12:03:24"
HHM168,HPM,皇富矿业,出售,8300,5.17,42911.00,429.11,交易锁定,"2016-07-01 12:03:19"
