会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
9552233,PPE,越南电力油气咨询工程公司,购买,77380,4.00,309520.00,0.00,交易锁定,"2016-07-01 10:13:03"
ZXZ002,PPE,越南电力油气咨询工程公司,购买,6442,4.00,25768.00,0.00,交易锁定,"2016-07-01 10:12:55"
37001836,PPE,越南电力油气咨询工程公司,购买,2,4.00,8.00,0.00,交易锁定,"2016-07-01 10:12:55"
02492918,PPE,越南电力油气咨询工程公司,出售,6444,4.00,25776.00,257.76,交易锁定,"2016-07-01 10:12:45"
LFM888,PPE,越南电力油气咨询工程公司,出售,26466,4.00,105864.00,1058.64,交易锁定,"2016-07-01 10:12:30"
YZ000001,PPE,越南电力油气咨询工程公司,购买,950000,4.00,3800000.00,0.00,交易锁定,"2016-07-01 10:12:28"
95795234,HPM,皇富矿业,购买,1954,5.17,10102.18,0.00,交易锁定,"2016-07-01 10:12:28"
P76386625,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:12:21"
24762848,PPE,越南电力油气咨询工程公司,购买,4000,4.00,16000.00,0.00,交易锁定,"2016-07-01 10:12:13"
WPD008,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:11:56"
99998099,PPE,越南电力油气咨询工程公司,购买,10000,4.00,40000.00,0.00,交易锁定,"2016-07-01 10:11:54"
70358863,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:11:46"
CYL668,PPE,越南电力油气咨询工程公司,出售,4545,4.00,18180.00,181.80,交易锁定,"2016-07-01 10:11:45"
20150421,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 10:11:35"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:35"
20150421,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 10:11:32"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:32"
20150421,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 10:11:29"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:28"
20150421,HPM,皇富矿业,出售,1000,5.17,5170.00,51.70,交易锁定,"2016-07-01 10:11:24"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:24"
XLY001,HPM,皇富矿业,购买,676,5.17,3494.92,0.00,交易锁定,"2016-07-01 10:11:23"
009009266,PPE,越南电力油气咨询工程公司,出售,11361,4.00,45444.00,454.44,交易锁定,"2016-07-01 10:11:22"
fxj888,PPE,越南电力油气咨询工程公司,出售,5558,4.00,22232.00,222.32,交易锁定,"2016-07-01 10:11:20"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:18"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:13"
MXY001,PPE,越南电力油气咨询工程公司,出售,54226,4.00,216904.00,2169.04,交易锁定,"2016-07-01 10:11:11"
95795234,HPM,皇富矿业,购买,1934,5.17,9998.78,0.00,交易锁定,"2016-07-01 10:11:06"
ZFL001,PPE,越南电力油气咨询工程公司,出售,33571,4.00,134284.00,1342.84,交易锁定,"2016-07-01 10:11:02"
9552266,PPE,越南电力油气咨询工程公司,购买,7954,4.00,31816.00,0.00,交易锁定,"2016-07-01 10:10:57"
28258957,HPM,皇富矿业,出售,10000,5.17,51700.00,517.00,交易锁定,"2016-07-01 10:10:54"
MRL688,PPE,越南电力油气咨询工程公司,出售,48864,4.00,195456.00,1954.56,交易锁定,"2016-07-01 10:10:52"
00900903,PPE,越南电力油气咨询工程公司,出售,5214,4.00,20856.00,208.56,交易锁定,"2016-07-01 10:10:45"
YT1799,PPE,越南电力油气咨询工程公司,购买,2066,4.00,8264.00,0.00,交易锁定,"2016-07-01 10:10:42"
00100122,PPE,越南电力油气咨询工程公司,购买,64,4.00,256.00,0.00,交易锁定,"2016-07-01 10:10:27"
YT9777,HPM,皇富矿业,出售,989,5.17,5113.13,51.13,交易锁定,"2016-07-01 10:10:26"
hjl888,PPE,越南电力油气咨询工程公司,出售,5558,4.00,22232.00,222.32,交易锁定,"2016-07-01 10:10:24"
19660128,PPE,越南电力油气咨询工程公司,购买,250,4.00,1000.00,0.00,交易锁定,"2016-07-01 10:10:23"
69656971,PPE,越南电力油气咨询工程公司,出售,29319,4.00,117276.00,1172.76,交易锁定,"2016-07-01 10:10:17"
LLZ1397083,PPE,越南电力油气咨询工程公司,购买,14,4.00,56.00,0.00,交易锁定,"2016-07-01 10:10:06"
YT9917,PPE,越南电力油气咨询工程公司,购买,520,4.00,2080.00,0.00,交易锁定,"2016-07-01 10:10:01"
99992588,HPM,皇富矿业,购买,802,5.17,4146.34,0.00,交易锁定,"2016-07-01 10:10:00"
FZD0088,PPE,越南电力油气咨询工程公司,出售,63277,4.00,253108.00,2531.08,交易锁定,"2016-07-01 10:09:59"
XLY001,HPM,皇富矿业,购买,50000,5.17,258500.00,0.00,交易锁定,"2016-07-01 10:09:38"
65656870,PPE,越南电力油气咨询工程公司,出售,60589,4.00,242356.00,2423.56,交易锁定,"2016-07-01 10:09:36"
P97465128,PPE,越南电力油气咨询工程公司,出售,132766,4.00,531064.00,5310.64,交易锁定,"2016-07-01 10:09:33"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:09:25"
zar888,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:09:24"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:09:13"
93990937,HPM,皇富矿业,出售,46929,5.17,242622.93,2426.23,交易锁定,"2016-07-01 10:09:10"
66686669,PPE,越南电力油气咨询工程公司,购买,20000,4.00,80000.00,0.00,交易锁定,"2016-07-01 10:09:08"
SP001,PPE,越南电力油气咨询工程公司,购买,648,4.00,2592.00,0.00,交易锁定,"2016-07-01 10:09:07"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:09:00"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:48"
MWS0001,PPE,越南电力油气咨询工程公司,出售,11859,4.00,47436.00,474.36,交易锁定,"2016-07-01 10:08:45"
24762848,PPE,越南电力油气咨询工程公司,购买,10000,4.00,40000.00,0.00,交易锁定,"2016-07-01 10:08:44"
P38772233,PPE,越南电力油气咨询工程公司,购买,12849,4.00,51396.00,0.00,交易锁定,"2016-07-01 10:08:44"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:37"
20212223,PPE,越南电力油气咨询工程公司,出售,24948,4.00,99792.00,997.92,交易锁定,"2016-07-01 10:08:35"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:27"
ZGC008,PPE,越南电力油气咨询工程公司,出售,37931,4.00,151724.00,1517.24,交易锁定,"2016-07-01 10:08:24"
56280898,PPE,越南电力油气咨询工程公司,出售,23,4.00,92.00,0.92,交易锁定,"2016-07-01 10:08:22"
07845209,HPM,皇富矿业,出售,21487,5.17,111087.79,1110.88,交易锁定,"2016-07-01 10:08:21"
99205500,PPE,越南电力油气咨询工程公司,出售,5749,4.00,22996.00,229.96,交易锁定,"2016-07-01 10:08:19"
LZQ001,PPE,越南电力油气咨询工程公司,出售,8378,4.00,33512.00,335.12,交易锁定,"2016-07-01 10:08:18"
76198716,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:17"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:15"
009009888,PPE,越南电力油气咨询工程公司,出售,11765,4.00,47060.00,470.60,交易锁定,"2016-07-01 10:08:09"
76198716,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:05"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:08:04"
01665381,PPE,越南电力油气咨询工程公司,出售,20313,4.00,81252.00,812.52,交易锁定,"2016-07-01 10:08:02"
20150801,PPE,越南电力油气咨询工程公司,出售,29707,4.00,118828.00,1188.28,交易锁定,"2016-07-01 10:08:01"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:07:43"
LGY00001,PPE,越南电力油气咨询工程公司,出售,19332,4.00,77328.00,773.28,交易锁定,"2016-07-01 10:07:34"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:07:33"
mfl6688,PPE,越南电力油气咨询工程公司,出售,3541,4.00,14164.00,141.64,交易锁定,"2016-07-01 10:07:27"
6700088,PPE,越南电力油气咨询工程公司,购买,48,4.00,192.00,0.00,交易锁定,"2016-07-01 10:07:26"
YT5557,PPE,越南电力油气咨询工程公司,购买,32,4.00,128.00,0.00,交易锁定,"2016-07-01 10:07:25"
K87557414,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:07:22"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:07:21"
526528,HPM,皇富矿业,出售,1160,5.17,5997.20,59.97,交易锁定,"2016-07-01 10:07:21"
19018689,PPE,越南电力油气咨询工程公司,出售,3000,4.00,12000.00,120.00,交易锁定,"2016-07-01 10:07:21"
123666,PPE,越南电力油气咨询工程公司,出售,16970,4.00,67880.00,678.80,交易锁定,"2016-07-01 10:07:20"
YT33377,PPE,越南电力油气咨询工程公司,购买,30000,4.00,120000.00,0.00,交易锁定,"2016-07-01 10:07:12"
YT6655,PPE,越南电力油气咨询工程公司,购买,84,4.00,336.00,0.00,交易锁定,"2016-07-01 10:07:10"
LAR006,PPE,越南电力油气咨询工程公司,出售,59653,4.00,238612.00,2386.12,交易锁定,"2016-07-01 10:07:09"
YT9777,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:07:08"
ZXY003,PPE,越南电力油气咨询工程公司,出售,40000,4.00,160000.00,1600.00,交易锁定,"2016-07-01 10:07:06"
9681,PPE,越南电力油气咨询工程公司,购买,239,4.00,956.00,0.00,交易锁定,"2016-07-01 10:07:04"
45981167,HPM,皇富矿业,购买,527,5.17,2724.59,0.00,交易锁定,"2016-07-01 10:06:58"
39390508,PPE,越南电力油气咨询工程公司,出售,108732,4.00,434928.00,4349.28,交易锁定,"2016-07-01 10:06:58"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:06:56"
63575,PPE,越南电力油气咨询工程公司,购买,200,4.00,800.00,0.00,交易锁定,"2016-07-01 10:06:51"
NTX002,PPE,越南电力油气咨询工程公司,出售,57632,4.00,230528.00,2305.28,交易锁定,"2016-07-01 10:06:47"
P31039888,PPE,越南电力油气咨询工程公司,购买,3192,4.00,12768.00,0.00,交易锁定,"2016-07-01 10:06:44"
LHC88,PPE,越南电力油气咨询工程公司,出售,18591,4.00,74364.00,743.64,交易锁定,"2016-07-01 10:06:44"
K84699978,PPE,越南电力油气咨询工程公司,出售,1644,4.00,6576.00,65.76,交易锁定,"2016-07-01 10:06:41"
DQ006,PPE,越南电力油气咨询工程公司,购买,962,4.00,3848.00,0.00,交易锁定,"2016-07-01 10:06:31"
93990937,PPE,越南电力油气咨询工程公司,购买,1,4.00,4.00,0.00,交易锁定,"2016-07-01 10:06:30"
CHW004,PPE,越南电力油气咨询工程公司,购买,1000,4.00,4000.00,0.00,交易锁定,"2016-07-01 10:06:29"
FDM0008,PPE,越南电力油气咨询工程公司,购买,100,4.00,400.00,0.00,交易锁定,"2016-07-01 10:06:26"
108888,PPE,越南电力油气咨询工程公司,出售,11472,4.00,45888.00,458.88,交易锁定,"2016-07-01 10:06:24"
GHT001,PPE,越南电力油气咨询工程公司,出售,6696,4.00,26784.00,267.84,交易锁定,"2016-07-01 10:06:22"
94790556,PPE,越南电力油气咨询工程公司,出售,12497,4.00,49988.00,499.88,交易锁定,"2016-07-01 10:06:17"
K92570070,PPE,越南电力油气咨询工程公司,购买,8,4.00,32.00,0.00,交易锁定,"2016-07-01 10:05:47"
99991001,PPE,越南电力油气咨询工程公司,出售,13221,4.00,52884.00,528.84,交易锁定,"2016-07-01 10:05:46"
P9862,PPE,越南电力油气咨询工程公司,出售,1058,4.00,4232.00,42.32,交易锁定,"2016-07-01 10:05:43"
009009688,PPE,越南电力油气咨询工程公司,出售,23098,4.00,92392.00,923.92,交易锁定,"2016-07-01 10:05:36"
K73303963,PPE,越南电力油气咨询工程公司,出售,8045,4.00,32180.00,321.80,交易锁定,"2016-07-01 10:05:36"
99995188,PPE,越南电力油气咨询工程公司,购买,18018,4.00,72072.00,0.00,交易锁定,"2016-07-01 10:05:22"
88898888,PPE,越南电力油气咨询工程公司,出售,5001,4.00,20004.00,200.04,交易锁定,"2016-07-01 10:05:18"
333888,PPE,越南电力油气咨询工程公司,出售,74696,4.00,298784.00,2987.84,交易锁定,"2016-07-01 10:05:07"
ZJS005,PPE,越南电力油气咨询工程公司,出售,77930,4.00,311720.00,3117.20,交易锁定,"2016-07-01 10:05:06"
123456789,PPE,越南电力油气咨询工程公司,出售,121366,4.00,485464.00,4854.64,交易锁定,"2016-07-01 10:05:04"
ZXY003,PPE,越南电力油气咨询工程公司,出售,8610,4.00,34440.00,344.40,交易锁定,"2016-07-01 10:05:03"
35550589,PPE,越南电力油气咨询工程公司,出售,29329,4.00,117316.00,1173.16,交易锁定,"2016-07-01 10:05:03"
009009022,PPE,越南电力油气咨询工程公司,出售,8912,4.00,35648.00,356.48,交易锁定,"2016-07-01 10:04:57"
50458730,PPE,越南电力油气咨询工程公司,出售,23771,4.00,95084.00,950.84,交易锁定,"2016-07-01 10:04:55"
72417517,PPE,越南电力油气咨询工程公司,出售,229541,4.00,918164.00,9181.64,交易锁定,"2016-07-01 10:04:50"
AL688,PPE,越南电力油气咨询工程公司,出售,20319,4.00,81276.00,812.76,交易锁定,"2016-07-01 10:04:49"
33833594,PPE,越南电力油气咨询工程公司,出售,6204,4.00,24816.00,248.16,交易锁定,"2016-07-01 10:04:39"
YT17777,PPE,越南电力油气咨询工程公司,购买,10000,4.00,40000.00,0.00,交易锁定,"2016-07-01 10:04:24"
67457785,PPE,越南电力油气咨询工程公司,出售,17800,4.00,71200.00,712.00,交易锁定,"2016-07-01 10:04:16"
04447289,PPE,越南电力油气咨询工程公司,出售,26921,4.00,107684.00,1076.84,交易锁定,"2016-07-01 10:04:14"
99991001,PPE,越南电力油气咨询工程公司,出售,1469,4.00,5876.00,58.76,交易锁定,"2016-07-01 10:04:11"
93990937,HPM,皇富矿业,出售,50000,5.17,258500.00,2585.00,交易锁定,"2016-07-01 10:04:04"
952701,PPE,越南电力油气咨询工程公司,出售,36249,4.00,144996.00,1449.96,交易锁定,"2016-07-01 10:04:02"
YT55666,HPM,皇富矿业,出售,50000,5.17,258500.00,2585.00,交易锁定,"2016-07-01 10:04:01"
90333023,PPE,越南电力油气咨询工程公司,出售,58226,4.00,232904.00,2329.04,交易锁定,"2016-07-01 10:04:01"
54660462,PPE,越南电力油气咨询工程公司,出售,24660,4.00,98640.00,986.40,交易锁定,"2016-07-01 10:04:00"
81085665,HPM,皇富矿业,出售,13797,5.17,71330.49,713.30,交易锁定,"2016-07-01 10:04:00"
WXQ,HPM,皇富矿业,出售,1742,5.17,9006.14,90.06,交易锁定,"2016-07-01 10:03:57"
61106200,PPE,越南电力油气咨询工程公司,出售,66678,4.00,266712.00,2667.12,交易锁定,"2016-07-01 10:03:53"
P123456,PPE,越南电力油气咨询工程公司,出售,40028,4.00,160112.00,1601.12,交易锁定,"2016-07-01 10:03:52"
23646802,PPE,越南电力油气咨询工程公司,出售,1781,4.00,7124.00,71.24,交易锁定,"2016-07-01 10:03:49"
